Quote No.;Status;Status Reason;Quote Date;CRM-Status;Customer No.;ZIP;Date for Follow-Up;Followed up on;Person in Charge; Value of Quotation ;Probability (%);Order No.;Responsible;Representative;Customer Ref.;Prod. Category (Text);Prod. Master Class (Text);Scoring Automation;Scoring Tool- & Workholding
1027484;3) Quote follow up done;Quotation is pending;06.02.2026;5) Lost customer;51154;287 72;;13.02.2026;1; 51 498 kr ;99%;;Sales representative;105;Renovering LMG / Ärende: 9316;3 - Automation Standard;3SO - Service Automation Components;4 - Casual customer;4 - Casual customer
1027485;4) Order received;Order is entered;06.02.2026;4) Buying customer;1020;151 38;;;1; 2 258 kr ;100%;116608;Sales representative;106;RFQ Scania IR 1777714;3 - Automation Standard;3SO - Service Automation Components;1 - Top customer;1 - Top customer
1027486;4) Order received;Order is entered;06.02.2026;4) Buying customer;51743;447 37;;;1; 1 570 kr ;100%;116640;Sales representative;109;Offertförfrågan Magna 2026-02-;3 - Automation Standard;3RW;4 - Casual customer;4 - Casual customer
1027487;4) Order received;Order is entered;06.02.2026;4) Buying customer;52164;612 40;;;6; 41 904 kr ;100%;116655;Sales representative;118;5822_Siemens;1 - Chuck Jaws;1XO - Jaws Standard;4 - Casual customer;2 - Prospect customer
1027488;5) Quote not realized;Quote for information purposes;06.02.2026;4) Buying customer;1023;737 30;;;1; 14 999 kr ;100%;;Sales representative;103;TENDO P HSK-E 40;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1027491;4) Order received;Order is entered;06.02.2026;4) Buying customer;52164;612 40;;;6; 41 904 kr ;100%;116654;Sales representative;118;5822_Siemens 2;1 - Chuck Jaws;1XO - Jaws Standard;4 - Casual customer;2 - Prospect customer
1027492;4) Order received;Order is entered;06.02.2026;4) Buying customer;52164;612 40;;;6; 62 855 kr ;100%;116652;Sales representative;118;5822_Siemens 3;1 - Chuck Jaws;1XO - Jaws Standard;4 - Casual customer;2 - Prospect customer
1027493;4) Order received;Order is entered;06.02.2026;4) Buying customer;52164;612 40;;;6; 62 855 kr ;100%;116680;Sales representative;118;5822_Siemens 4;1 - Chuck Jaws;1XO - Jaws Standard;4 - Casual customer;2 - Prospect customer
1027476;4) Order received;Order is entered;05.02.2026;4) Buying customer;4276;575 99;;10.02.2026;1; 23 597 kr ;50%;116821;Sales representative;106;Kabel ABB voltage box;3 - Automation Standard;3RF;4 - Casual customer;4 - Casual customer
1027477;3) Quote follow up done;Quotation is pending;05.02.2026;4) Buying customer;3725;364 33;23.02.2026;09.02.2026;1; 7 296 kr ;100%;;Sales representative;105;Spare part for FQE;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1027479;4) Order received;Order is entered;05.02.2026;4) Buying customer;53198;514 32;;18.02.2026;2; 56 989 kr ;50%;116907;Sales representative;109;Offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1027465;3) Quote follow up done;Quotation is pending;05.02.2026;4) Buying customer;52373;541 36;13.03.2026;20.02.2026;3; 177 000 kr ;50%;;Sales representative;107;Offert;A - General;ALG - General;2 - Prospect customer;2 - Prospect customer
1027478;3) Quote follow up done;Quotation is pending;05.02.2026;4) Buying customer;52952;436 32;05.03.2026;19.02.2026;5; 323 332 kr ;50%;;Sales representative;109;5944_Cell montage stålprofil;5 - Automation System Solutions;5BL - Assembly Groups;4 - Casual customer;4 - Casual customer
1027475;3) Quote follow up done;Quotation is pending;05.02.2026;4) Buying customer;1063;702 27;;05.02.2026;3; 654 563 kr ;85%;;Sales representative;104;Offert;3 - Automation Standard;3GE - Gripping Modules electric;3 - Maxed sales customer;4 - Casual customer
1027481;3) Quote follow up done;Quotation is pending;05.02.2026;4) Buying customer;3234;952 31;05.03.2026;19.02.2026;5; 38 040 kr ;99%;;Sales representative;104;Studie i CoLab;5 - Automation System Solutions;5SO - Service for customer solutions;4 - Casual customer;4 - Casual customer
1027480;2) Quote is ready;Quotation is ready;05.02.2026;4) Buying customer;52471;331 53;10.02.2026;;2; 224 690 kr ;100%;;Sales representative;111;Offert;4 - Stationary Workholding;402 - Workholding systems special;4 - Casual customer;4 - Casual customer
1027467;3) Quote follow up done;Quotation is pending;05.02.2026;4) Buying customer;1164;861 36;20.02.2026;16.02.2026;7; 73 375 kr ;50%;;Sales representative;104;5940_MS/AE_IAG_Suglådor virkes;3 - Automation Standard;3MS;3 - Maxed sales customer;4 - Casual customer
1027469;2) Quote is ready;Quotation is ready;05.02.2026;4) Buying customer;1411;361 31;10.02.2026;;1; 1 573 kr ;100%;;Sales representative;111;Xylem order 607324;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;2 - Prospect customer
1027470;4) Order received;Order is entered;05.02.2026;4) Buying customer;53279;393 61;;;3; 119 396 kr ;100%;116582;Sales representative;105;Offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1027471;2) Quote is ready;Quotation is ready;05.02.2026;4) Buying customer;1170;973 47;10.02.2026;;1;;100%;;Sales representative;104;IR1773085;3 - Automation Standard;3SO - Service Automation Components;4 - Casual customer;4 - Casual customer
1027472;2) Quote is ready;Quotation is ready;05.02.2026;4) Buying customer;50645;632 17;10.02.2026;;1; 88 854 kr ;100%;;Sales representative;104;Prisförfrågan SC 322250;5 - Automation System Solutions;5BL - Assembly Groups;4 - Casual customer;4 - Casual customer
1027473;4) Order received;Order is entered;05.02.2026;4) Buying customer;1020;151 38;;;1; 6 454 kr ;100%;116572;Sales representative;118;RFQ 1777182;2 - Toolholding Systems;2TS - TENDO;1 - Top customer;1 - Top customer
1027457;4) Order received;Order is entered;05.02.2026;4) Buying customer;1640;392 39;;05.02.2026;3; 829 853 kr ;75%;116710;Sales representative;111;Offert;1 - Chuck Jaws;1XS - Jaws Special;2 - Prospect customer;1 - Top customer
1027461;4) Order received;Order is entered;05.02.2026;4) Buying customer;1554;652 21;;;2; 4 823 kr ;100%;116598;Sales representative;103;Offert;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1027462;3) Quote follow up done;Order should come;05.02.2026;4) Buying customer;1049;461 81;13.03.2026;;1; 85 038 kr ;99%;;Sales representative;107;Offert Svarvchuck / backar;8 - Lathe Chucks;810 - Manual Chucks;2 - Prospect customer;2 - Prospect customer
1027463;2) Quote is ready;Quotation is ready;05.02.2026;5) Lost customer;2753;261 35;10.02.2026;;2; 32 080 kr ;100%;;Sales representative;111;Offert;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
1027464;5) Quote not realized;Price/Project not realized;05.02.2026;4) Buying customer;1049;461 81;;;1; 153 662 kr ;22%;;Sales representative;107;Vero-S;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;2 - Prospect customer;2 - Prospect customer
1027466;4) Order received;Order is entered;05.02.2026;4) Buying customer;3238;791 52;;;1; 7 750 kr ;100%;116567;Sales representative;104;Reservdelar RCV-E490;3 - Automation Standard;3RE;4 - Casual customer;2 - Prospect customer
1027322;3) Quote follow up done;Quotation is pending;05.02.2026;4) Buying customer;1655;341 32;23.02.2026;30.01.2026;6; 102 808 kr ;50%;;Sales representative;111;5932_AU_JR_Svetruck_Ny Chuck 1;8 - Lathe Chucks;8XS - Power Chucks Standard;4 - Casual customer;2 - Prospect customer
1027324;3) Quote follow up done;Quotation is pending;05.02.2026;4) Buying customer;1655;341 32;23.02.2026;22.01.2026;6; 186 608 kr ;50%;;Sales representative;111;5932_AU_JR_Svetruck_Ny Chuck 2;8 - Lathe Chucks;8XS - Power Chucks Standard;4 - Casual customer;2 - Prospect customer
1027404;4) Order received;Order is entered;04.02.2026;4) Buying customer;3549;736 92;;03.02.2026;6; 65 910 kr ;50%;116531;Sales representative;103;JT automation Vero-S V1;8 - Lathe Chucks;810 - Manual Chucks;4 - Casual customer;4 - Casual customer
1027460;4) Order received;Order is entered;04.02.2026;4) Buying customer;50222;447 31;;;7; 6 246 kr ;100%;116613;Sales representative;109;Vakuum;3 - Automation Standard;3MS;4 - Casual customer;2 - Prospect customer
1027448;4) Order received;Order is entered;04.02.2026;4) Buying customer;1656;177 70;;09.02.2026;1; 2 258 kr ;50%;116709;Sales representative;104;Förfrågannummer 8383;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1027449;4) Order received;Order is entered;04.02.2026;4) Buying customer;1020;151 38;;;1; 13 742 kr ;100%;116532;Sales representative;106;RFQ Scania IR 1776805;3 - Automation Standard;3GP - Gripping Modules pneumatic;1 - Top customer;1 - Top customer
1027450;3) Quote follow up done;Quotation is pending;04.02.2026;4) Buying customer;52082;792 36;27.02.2026;20.02.2026;3; 21 922 kr ;100%;;Sales representative;103;Offert;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;2 - Prospect customer
1027453;3) Quote follow up done;Order received by SCHUNK;04.02.2026;4) Buying customer;53088;352 35;;16.02.2026;7; 4 224 kr ;100%;;Sales representative;105;Topp gummin;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1027452;4) Order received;Order is entered;04.02.2026;4) Buying customer;1259;151 87;;;1; 1 236 kr ;100%;116528;Sales representative;106;RFQ IR1777006;3 - Automation Standard;3RW;2 - Prospect customer;2 - Prospect customer
1027454;4) Order received;Order is entered;04.02.2026;4) Buying customer;2669;431 37;;;3; 8 328 kr ;100%;116610;Sales representative;107;Offert;2 - Toolholding Systems;2ZB - Intermediate Sleeve;4 - Casual customer;4 - Casual customer
1027455;4) Order received;Order is entered;04.02.2026;4) Buying customer;50260;212 39;;;2; 4 176 kr ;100%;116530;Sales representative;111;Offert;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;4 - Casual customer
1027456;3) Quote follow up done;Quotation is pending;04.02.2026;4) Buying customer;1249;241 38;20.02.2026;;1; 54 400 kr ;50%;;Sales representative;105;Manuell växling CMS125;3 - Automation Standard;3RW;1 - Top customer;4 - Casual customer
1027459;4) Order received;Order is entered;04.02.2026;4) Buying customer;52600;243 30;;;7; 1 104 kr ;100%;116550;Sales representative;105;Sugkoppar;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1027443;4) Order received;Order is entered;03.02.2026;4) Buying customer;1941;695 30;;;2; 5 772 kr ;100%;116515;Sales representative;104;Offert;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1027444;4) Order received;Order is entered;03.02.2026;4) Buying customer;52337;633 46;;06.02.2026;2; 2 930 kr ;50%;116593;Sales representative;103;Offert;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
1027446;4) Order received;Order is entered;03.02.2026;4) Buying customer;2736;531 40;;;4; 4 870 kr ;100%;116508;Sales representative;107;SZIJ 25-1;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;4 - Casual customer
1027447;3) Quote follow up done;Quotation is pending;03.02.2026;4) Buying customer;1945;691 37;27.02.2026;20.02.2026;2; 65 450 kr ;50%;;Sales representative;103;Pyramid 3-fold aluminum hard;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;2 - Prospect customer
1027442;3) Quote follow up done;Quotation is pending;03.02.2026;4) Buying customer;1953;794 32;;16.02.2026;3; 93 418 kr ;50%;;Sales representative;104;Offert;3 - Automation Standard;3ZO - Accessories Automation;4 - Casual customer;2 - Prospect customer
1027440;2) Quote is ready;Quotation is ready;03.02.2026;4) Buying customer;51760;371 55;27.02.2026;;1; 261 755 kr ;50%;;Sales representative;105;Förfrågan;3 - Automation Standard;3ZO - Accessories Automation;4 - Casual customer;4 - Casual customer
1027435;4) Order received;Order is entered;03.02.2026;4) Buying customer;1085;574 38;;;2; 131 700 kr ;100%;116533;Sales representative;106;Offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;1 - Top customer;4 - Casual customer
1027436;5) Quote not realized;Quote for information purposes;03.02.2026;4) Buying customer;2415;417 07;;;4; 12 420 kr ;50%;;Sales representative;107;KSC3 125-300;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;2 - Prospect customer
1027437;4) Order received;Order is entered;03.02.2026;4) Buying customer;1673;446 37;;;2; 15 052 kr ;50%;116743;Sales representative;107;Offert;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;2 - Prospect customer
1027438;4) Order received;Order is entered;03.02.2026;4) Buying customer;1259;151 87;;;1; 1 438 kr ;100%;116512;Sales representative;106;KAS-19B-A-90-C;3 - Automation Standard;3RW;2 - Prospect customer;2 - Prospect customer
1027441;4) Order received;Order is entered;03.02.2026;4) Buying customer;50958;331 71;;;3; 11 080 kr ;100%;116537;Sales representative;105;Offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1027135;3) Quote follow up done;Quotation is pending;03.02.2026;4) Buying customer;2210;451 76;27.02.2026;17.12.2025;1; 26 672 kr ;25%;;Sales representative;109;Manuell växling för NV11-proj.;3 - Automation Standard;3RW;2 - Prospect customer;4 - Casual customer
1027434;3) Quote follow up done;Quotation is pending;02.02.2026;4) Buying customer;51138;791 44;23.02.2026;09.02.2026;1; 12 628 kr ;50%;;Sales representative;104;Offert;3 - Automation Standard;3RW;4 - Casual customer;4 - Casual customer
1027421;2) Quote is ready;Quotation is ready;02.02.2026;4) Buying customer;53069;374 31;27.02.2026;;1; 37 120 kr ;50%;;Sales representative;105;AGE-F-XY-063;3 - Automation Standard;3RA -;4 - Casual customer;4 - Casual customer
1027427;4) Order received;Order is entered;02.02.2026;4) Buying customer;1063;702 27;;;3; 1 182 kr ;100%;116485;Sales representative;104;Offert;3 - Automation Standard;3ZO - Accessories Automation;3 - Maxed sales customer;4 - Casual customer
1027428;2) Quote is ready;Quotation is ready;02.02.2026;4) Buying customer;3019;331 27;13.03.2026;;3; 325 kr ;50%;;Sales representative;105;Offert;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1027429;3) Quote follow up done;Quotation is pending;02.02.2026;4) Buying customer;1554;652 21;27.02.2026;20.02.2026;2; 326 724 kr ;100%;;Sales representative;103;Offert;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1027430;4) Order received;Order is entered;02.02.2026;4) Buying customer;1706;313 33;;;2; 5 540 kr ;100%;116601;Sales representative;105;Offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1027431;3) Quote follow up done;Quotation is pending;02.02.2026;4) Buying customer;52471;331 53;06.03.2026;20.02.2026;1; 17 140 kr ;50%;;Sales representative;105;SRM 16 / JGP-P 64;3 - Automation Standard;3DP - Rotary Modules pneumatic;4 - Casual customer;4 - Casual customer
1027432;4) Order received;Order is entered;02.02.2026;4) Buying customer;1550;781 70;;;1; 3 054 kr ;100%;116473;Sales representative;103;SBM 3615;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;4 - Casual customer
1027433;4) Order received;Order is entered;02.02.2026;4) Buying customer;50958;331 71;;;3; 328 kr ;100%;116489;Sales representative;105;Offert;3 - Automation Standard;3SO - Service Automation Components;4 - Casual customer;4 - Casual customer
1026482;3) Quote follow up done;Quotation is pending;02.02.2026;4) Buying customer;50567;695 30;04.09.2026;02.02.2026;7; 218 112 kr ;50%;;Sales representative;104;Gripdon till Hitachi förstudie;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1027426;4) Order received;Order is entered;30.01.2026;4) Buying customer;1417;815 44;;;3; 2 486 kr ;100%;116456;Sales representative;103;Offert;4 - Stationary Workholding;401 - Clamping systems Std.;2 - Prospect customer;2 - Prospect customer
1027418;4) Order received;Order is entered;30.01.2026;4) Buying customer;50524;646 93;;;3; 12 823 kr ;100%;116424;Sales representative;106;Offert;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1027419;4) Order received;Order is entered;30.01.2026;4) Buying customer;51471;565 33;;;1; 42 436 kr ;100%;116826;Sales representative;109;Prisfråga offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1027420;4) Order received;Order is entered;30.01.2026;4) Buying customer;2168;364 21;;;2; 13 715 kr ;100%;116415;Sales representative;105;Offert;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1027416;4) Order received;Order is entered;30.01.2026;4) Buying customer;1996;335 31;;;2; 1 100 kr ;100%;116429;Sales representative;111;Offert;8 - Lathe Chucks;8XO - Power Chucks Special;4 - Casual customer;2 - Prospect customer
1027422;4) Order received;Order is entered;30.01.2026;4) Buying customer;1261;295 31;;17.02.2026;1; 22 716 kr ;100%;116787;Sales representative;105;Aut. fingerväxling BSWS-R;3 - Automation Standard;3ZO - Accessories Automation;1 - Top customer;4 - Casual customer
1027423;4) Order received;Order is entered;30.01.2026;4) Buying customer;53384;471 41;;;1; 392 kr ;100%;116425;Sales representative;109;BPS-AA-260129;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
